name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Marka,Model,Buraxilis_ili,ID
Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2017,928287d0eab37ea9c29cf0d19c7b98e8
Hyundai i10 Sportz,2010,210000,110000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10,2010,d07bb8828282ece7da22a7864a34de1e
Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2013,20b86456b0e6958c1d8f23a30c80aa30
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XE,2017,f4a8727895313dcd705482760765a7a5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,Lexus,ES,2019,a4b57cf091ba188b7ba2eea66ee25ec2
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XF,2017,7c1748b33c3c42a7efb9dc9a3b179d04
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,Tata,Safari,2015,34a1553af64fd80e7869bc06bbe663c7
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,Volvo,XC40,2019,dd1224ddd39010fc47888e42cc1b9a6a
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,Toyota,Camry,2016,9d0f43d22537d9c364710788eaa64101
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2013,c25ed77fba5464b80ffef6780e6c1d46
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno,2018,1691c74de16a9f86e16e8e1e37960ff4
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,Jazz,2016,0f6108759ba939732ac1f66cb309d86f
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,Toyota,Innova,2013,f1bf10fa5d3dcc9149b9c9c9265be120
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2019,d4f21421cfc9b0cb25b7bc2f95b0d69c
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0,Toyota,Etios,2017,398801ca541353f98b030bac611ea9d6
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2018,6e36b9cfca383e1c9cc3a9f08200fe69
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,Hyundai,Grand,2017,fb3e51fc2a4b26fc24d0e102d6f6b17e
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,X4,2019,011f7ac3e4624d75cbbab1efc93ccb77
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,X4,2019,011f7ac3e4624d75cbbab1efc93ccb77
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,Honda,Amaze,2019,c1e82b75aa0776115e4c0614eae5694b
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,Skoda,Rapid,2016,aae52e305c9bada98b37fa2f6de4fb75
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,Volvo,V40,2018,a314feb4f83de31c200f6d845c69ead3
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno,2017,8f0e84450bef705d451cb6d4e8c90ffc
Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest,2017,2df82d80a9c89df1273a82b13c27818f
Maruti Ertiga ZDI,2013,509999,148000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2013,9310a7814aaee782b18f1732fa53e229
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0,Hyundai,i20,2013,6d35c7fbc5dc92295bc707a43c3c54bb
Maruti Alto 800 LXI,2015,310000,18000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2015,bcf51ac3a3ab6f1b7c9c5576636cddff
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,Tata,Zest,2018,78d74f28488e208a870d02d2e27948e5
Maruti Alto LXI,2004,105000,96000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2004,aca484546ee4cd11e085f62414801d19
Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Amaze,2015,8f92d26c692d7c3fb4be6e9e9d481b86
Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Individual,Manual,Third Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0,Hyundai,i20,2013,b257cd5f53e89a89333e66e221fc1f2e
Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Individual,Manual,Third Owner,20.5 kmpl,1598 CC,105 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2012,c5ee4b5262f05512a5e9a4c7c045c65b
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2014,471511ce8579efe973bf6e95e6aa9c23
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,WR-V,2019,8fb6f97eba5891ec5c54ba2f4a9f47ad
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0,Mahindra,Verito,2012,986511f334f893b898ac68b0a47efce6
Tata Indigo TDI,2008,210000,100000,Diesel,Individual,Manual,First Owner,19.61 kmpl,1405 CC,70 bhp,135.4Nm@ 2500,5.0,Tata,Indigo,2008,0fd5e0e665c452e688f966c684651e53
Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2017,087704257d208d3c84afe134d95dddba
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1199 CC,84.8 bhp,113Nm@ 5000rpm,5.0,Chevrolet,Sail,2013,a37febb75e287456a38c8306f685e46d
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,Toyota,Innova,2013,d3ec01b6b79a36f9d31514a40e9da9c6
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,WR-V,2018,f0c48a1c843e2ddce55e3f13b8f89257
Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz,2015,99f1c93c5229b8dfe6afd59f2c2f2881
Hyundai i10 Magna,2008,200000,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10,2008,1cc305a8cfb80d317a910610dce9618e
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza,2013,d991b130847ba134c082038f2fa32106
Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2017,ba9172913b8f832e017da74b6f2cd05c
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,Toyota,Innova,2016,e8b30411f492fc1b17f3ed1ecb2a836b
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0,Toyota,Innova,2013,cd7648c307de70dc2799fa092761b481
Maruti Ertiga VDI,2015,650000,100000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2015,55dd9758ce5dbcaa071ba42b61f46b6d
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,Ford,Figo,2015,29e037f21925914d6212588ec77b1ab1
Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,Nissan,Sunny,2012,cc43fe46f2a7e4bffd1f6039544712e2
Ford Figo Diesel EXI,2014,400000,30000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5.0,Ford,Figo,2014,f68e819bb2c39d3a82b3cee10a5aa490
Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2016,3097f2631342f7328797b6c1fe95fd9d
Volkswagen Multivan TDI,2011,2150000,50000,Diesel,Individual,Manual,Second Owner,,,,,,Volkswagen,Multivan,2011,abeabe44d7a67cbb5bda42023aed81f2
Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark,2009,adc087f90dce97720224d0320cdfe0e5
BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07 kmpl,1995 CC,181 bhp,380Nm@ 1750-3000rpm,5.0,BMW,3,2007,6b7100dbb85582dcf65816d8502d73eb
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0,Maruti,Zen,2007,76e9e5830c72927654b651e0218123fd
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0,Maruti,Zen,2007,76e9e5830c72927654b651e0218123fd
Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Individual,Automatic,Second Owner,10.93 kmpl,2497 CC,204 bhp,245Nm@ 5000rpm,5.0,Mercedes-Benz,E-Class,2011,8545fd132cd46696bbe5033c3f264766
Hyundai Santro GLS I - Euro II,2006,140000,100000,Petrol,Individual,Manual,Second Owner,,,,,,Hyundai,Santro,2006,23f78443f406c827cd72a0efb00f3a43
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport,2018,8860535dc707164eed78d6bb2d8e8c0e
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20,2015,92fcf4e576d777aa82d6257bf2560a87
Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio,2015,31b7920bc1a830e675218106f204c6dd
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Individual,Manual,Second Owner,10.9 km/kg,796 CC,32.8 bhp,57Nm@ 2500rpm,5.0,Maruti,Omni,2010,272ca659e514a6b4e688b34ada94f5d5
Maruti Omni E 8 Str STD,2009,120000,140000,Petrol,Individual,Manual,First Owner,,,,,,Maruti,Omni,2009,7b86220fd1154cf49b4708e8b7a158eb
Maruti Omni E 8 Str STD,2010,120000,170000,Petrol,Individual,Manual,Second Owner,,,,,,Maruti,Omni,2010,f433049172f910e69cfc0d5ea86c32b4
Hyundai i20 Magna,2009,229999,60000,Petrol,Individual,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20,2009,c63b1e652955cf8797f45b5db9856d86
Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze,2017,8862935ab466213f0d5df2e45d4f060b
Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2014,e4bb328e13ddcc4e1b4a1ce24b9dde7f
Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2012,6e7906d618f1438065ca5b44174ec291
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Individual,Manual,Second Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,Hyundai,i20,2015,92ba1c5804c48a03986d9898d6b899b0
Maruti Ertiga VDI,2018,875000,35000,Diesel,Individual,Manual,Second Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2018,eee27054b4133a6208d053baf13740cf
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2013,dd5d5c4219973a5f2847062cbee61963
Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz,2015,7ff65520ece764138beaae8eaacfd81d
Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo,2016,e48c2dfe635c468e7cd5d724331146ae
Hyundai i10 Sportz,2011,225000,80000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10,2011,0f7ab6b5313c5946fa9b104070e2457a
Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Individual,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,100Nm@ 2700rpm,5.0,Tata,Indigo,2011,592ec1e903284b2ace83bbe880138cf6
Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,Renault,Duster,2014,a20f1a34add1189ac4e8bd012af96473
Hyundai i20 Magna,2009,235000,100000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20,2009,c63b1e652955cf8797f45b5db9856d86
Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20,2011,eb21ec43c19f638f8c4bb8ab3edde1c7
Hyundai i10 Sportz,2011,235000,80000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10,2011,0f7ab6b5313c5946fa9b104070e2457a
Maruti Alto LXi,2010,190000,35000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2010,16daaf54cc41287f5953bc037a1ae6bf
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza,2011,b0272118d992421f5be2e4fc63d13a3f
Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2007,a847296389c7ec7d28ceaf9b678e225e
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Third Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2011,134d84b99bc022ca9c894bad062c32c8
Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tigor,2017,95e5f8cf906a2111d9467cf3b0a629c7
Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500,2013,4de83b1df894b291e9e3220d5ae89b44
Nissan Micra XE,2011,110000,110000,Petrol,Individual,Manual,First Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5.0,Nissan,Micra,2011,2b9f26da4170e1560731694f33d367d4
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2018,8fbf2fc369cfc692e778502723d31853
Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Individual,Manual,Second Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon,2010,31a6f3eb1bf717a1a81d76118656a59d
Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,Tata,Indica,2012,f0f948849d98b04185ef089a89372844
Hyundai Accent GLS,2002,55000,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,Hyundai,Accent,2002,9adb5e1fc48558b93c88eb7e2d1397cd
Maruti Swift VDI,2013,450000,108800,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2013,093eb88b87b70fbe1c63b8f35f5b8a63
Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10,2009,ae11bc317285daa8f0249b9fdad616ec
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7.0,Mahindra,Scorpio,2018,33ccdfe2b78d787fbe0d5e6d27c389a3
Ford Figo Diesel EXI,2011,240000,72000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,Ford,Figo,2011,9aa4f5d53be400304f487ea7251776cc
Renault KWID RXL,2018,350000,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID,2018,4eb5855b882047aeb90dbafe42339634
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2014,baa49f2dc0610182367dd5680503162a
Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark,2011,3bad672af07ec2441ccf39bf594d4636
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,Hyundai,Elite,2019,3518c8d3064cda4f98bbf4db1c6a628c
Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2014,cbca8ae93daa7cf41cce3b69b6033ce9
Renault KWID RXT,2015,210000,210000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID,2015,e3cdffb21ba4b0028546c0c39ad7091e
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2018,80598fc6fb73cf749a1ca0b73d6248d9
Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,Hyundai,Santro,2011,e333946ab44acee6301e672df4ad3e8e
Mahindra Bolero Power Plus ZLX,2016,700000,103000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2016,02128ea6b86be0d7ca344dd463fa4360
Maruti Wagon R LXI Minor,2010,194000,577414,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,Maruti,Wagon,2010,e5a1f8295e7d775f41e1c366cfe9f768
Maruti Alto LX,2006,120000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2006,f3f3686a1d6cd916287eca06d2d743e4
Honda Amaze S AT i-Vtech,2015,415000,45000,Petrol,Individual,Automatic,First Owner,15.5 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze,2015,4ef60540c01496a98759d6871bddfcaf
Honda Amaze S AT i-Vtech,2015,450000,45000,Petrol,Individual,Automatic,First Owner,15.5 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze,2015,4ef60540c01496a98759d6871bddfcaf
Honda Brio S MT,2014,325000,40000,Petrol,Individual,Manual,Third Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,Honda,Brio,2014,bb334b5f5d42f018aaf86e149810e0fc
Mahindra Bolero 2011-2019 Plus AC,2014,525000,200000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0,Mahindra,Bolero,2014,150e46773d055c97482e660d6252f28c
Hyundai EON Magna Plus,2017,265000,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON,2017,afa72856de06703dae197dbda6db07e8
Maruti Omni 8 Seater BSII,2008,100000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,8.0,Maruti,Omni,2008,2dff01b0fb7bc7650f2529209c65b210
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XE,2017,f4a8727895313dcd705482760765a7a5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,Lexus,ES,2019,a4b57cf091ba188b7ba2eea66ee25ec2
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XF,2017,7c1748b33c3c42a7efb9dc9a3b179d04
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,Tata,Safari,2015,34a1553af64fd80e7869bc06bbe663c7
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,Volvo,XC40,2019,dd1224ddd39010fc47888e42cc1b9a6a
